bin_identifier	identifier	parent_identifiers	type	revision_number
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000041	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000042	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000043	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000044	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000045	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000046	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000047	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000048	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000049	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000050	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000051	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000052	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000053	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000054	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000055	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000056	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000057	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000058	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000059	amjewess:taj1895.0002.009	types:fileset	1
19f7c33dec75a2675f6d8a28c2c687c0	amjewess:taj1895.0002.009:00000060	amjewess:taj1895.0002.009	types:fileset	1
1a4720727dd9aa4f92221859e82ea29c	bhl:BL001015		types:slide	1
1a4720727dd9aa4f92221859e82ea29c	bhl:BL001015:BL001015	bhl:BL001015	types:fileset	1
1ac7d72cb3240bfd1e12ff259802dca3	bhl:BL001098		types:slide	1
1ac7d72cb3240bfd1e12ff259802dca3	bhl:BL001098:BL001098	bhl:BL001098	types:fileset	1
1bec807a55252c21180b4014ad5d7ef3	bhl:BL001020		types:slide	1
1bec807a55252c21180b4014ad5d7ef3	bhl:BL001020:BL001020	bhl:BL001020	types:fileset	1
1dcf07ad748135db78ab8016be3bdad3	bhl:BL001023		types:slide	1
1dcf07ad748135db78ab8016be3bdad3	bhl:BL001023:BL001023	bhl:BL001023	types:fileset	1
1e3208d38fa2135416f11941d63bb9a1	bhl:BL001100		types:slide	1
1e3208d38fa2135416f11941d63bb9a1	bhl:BL001100:BL001100	bhl:BL001100	types:fileset	1
1e5f87dc26c8200ac1a821e97d5aeb76	bhl:BL001052		types:slide	1
1e5f87dc26c8200ac1a821e97d5aeb76	bhl:BL001052:BL001052	bhl:BL001052	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001		types:monograph	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000001	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000002	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000003	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000004	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000005	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000006	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000007	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000008	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000009	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000010	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000011	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000012	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000013	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000014	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000015	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000016	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000017	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000018	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000019	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000020	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000021	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000022	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000023	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000024	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000025	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000026	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000027	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000028	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000029	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000030	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000031	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000032	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000033	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000034	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000035	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000036	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000037	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000038	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000039	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000040	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000041	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000042	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000043	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000044	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000045	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000046	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000047	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000048	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000049	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000050	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000051	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000052	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000053	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000054	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000055	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000056	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000057	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000058	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000059	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000060	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000061	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000062	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000063	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000064	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000065	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000066	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000067	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000068	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000069	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000070	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000071	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000072	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000073	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000074	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000075	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000076	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000077	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000078	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000079	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000080	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000081	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000082	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000083	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000084	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000085	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000086	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000087	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000088	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000089	amjewess:taj1895.0002.001	types:fileset	1
1f7f8a25ab4801e266322073f846734f	amjewess:taj1895.0002.001:00000090	amjewess:taj1895.0002.001	types:fileset	1
2266e69409d501205acfc8d5863a77f7	bhl:BL001062		types:slide	1
2266e69409d501205acfc8d5863a77f7	bhl:BL001062:BL001062	bhl:BL001062	types:fileset	1
28b5da86a8e89778be24ae4954ea06c2	bhl:BL001029		types:slide	1
28b5da86a8e89778be24ae4954ea06c2	bhl:BL001029:BL001029	bhl:BL001029	types:fileset	1
2a70a5a3c0099d27e0e5e95dc9e0f94e	bhl:BL001069		types:slide	1
2a70a5a3c0099d27e0e5e95dc9e0f94e	bhl:BL001069:BL001069	bhl:BL001069	types:fileset	1
2aed657d05c91cb3fc144d7c399ad4f3	bhl:BL001083		types:slide	1
2aed657d05c91cb3fc144d7c399ad4f3	bhl:BL001083:BL001083	bhl:BL001083	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004		types:monograph	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000001	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000002	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000003	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000004	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000005	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000006	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000007	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000008	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000009	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000010	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000011	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000012	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000013	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000014	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000015	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000016	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000017	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000018	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000019	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000020	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000021	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000022	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000023	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000024	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000025	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000026	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000027	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000028	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000029	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000030	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000031	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000032	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000033	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000034	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000035	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000036	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000037	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000038	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000039	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000040	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000041	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000042	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000043	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000044	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000045	amjewess:taj1895.0005.004	types:fileset	1
2daa6c6576b4e2ccb11546aa1de40997	amjewess:taj1895.0005.004:00000046	amjewess:taj1895.0005.004	types:fileset	1
30d5303b182234630ff611de88f8fbe1	bhl:BL001066		types:slide	1
30d5303b182234630ff611de88f8fbe1	bhl:BL001066:BL001066	bhl:BL001066	types:fileset	1
31f0b2f956b45f73c4086a61b7cb1d53	bhl:BL001024		types:slide	1
31f0b2f956b45f73c4086a61b7cb1d53	bhl:BL001024:BL001024	bhl:BL001024	types:fileset	1
31f3ec4dca002cb4c68db9ab540773c1	bhl:BL001037		types:slide	1
31f3ec4dca002cb4c68db9ab540773c1	bhl:BL001037:BL001037	bhl:BL001037	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006		types:monograph	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000001	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000002	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000003	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000004	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000005	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000006	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000007	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000008	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000009	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000010	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000011	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000012	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000013	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000014	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000015	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000016	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000017	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000018	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000019	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000020	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000021	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000022	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000023	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000024	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000025	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000026	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000027	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000028	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000029	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000030	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000031	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000032	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000033	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000034	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000035	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000036	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000037	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000038	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000039	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000040	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000041	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000042	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000043	amjewess:taj1895.0004.006	types:fileset	1
320c8a254d4beb95efc338398f997b5e	amjewess:taj1895.0004.006:00000044	amjewess:taj1895.0004.006	types:fileset	1
